,Image Name,Compression Config,Chromiance Downsample Factor,Block Size,Norm N,Luma Quantization Max,Luma Quantization Min,Chroma Quantization Max,Chroma Quantization Min,Encoded Image Data Size,Huffman Table Size (kB),Header Info Size (kB),Compression Ratio,Compression Preprocessing Time (mS),Image Compression Time (mS),Entropy Encoding Time (mS),File Encoding Time (mS),Decompression Preprocessing Time (mS),Decompression Entropy Decoding Time (mS),Decompression Block Processing time (mS),SSIM Score,PSNR,Uncompressed Reference Index,Uncompressed Reference Label,Reference Probability,Compressed Probability of Reference Label,Confidence Drift
0,20220422-20220424-elarbi-coachella-4B5A8619.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,302.767,7.102,8.445,0.003,4422,12204,23143,79,13,19899,14108,0.821,15.432,981,ballplayer,0.16,0.02,0.898
1,20220422-20220424-elarbi-coachella-4B5A8887.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,435.016,8.673,10.017,0.005,4344,12068,19725,114,7,21592,12803,0.587,13.488,541,drum,0.59,0.2,0.669
2,20220930-elarbi-ner-4B5A2550.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,347.11,7.946,9.29,0.004,4409,12596,20731,83,5,20897,13125,0.692,14.934,573,go-kart,0.82,0.65,0.213
3,20230501-elarbi-neugradphotos-4B5A7958.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,448.737,9.522,10.866,0.005,4267,11527,20360,102,6,21642,13230,0.511,13.794,557,flagpole,0.88,0.95,0.077
4,20230501-elarbi-neugradphotos-4B5A7992.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,338.137,6.135,7.479,0.004,4743,12402,20253,85,3,20191,12833,0.59,9.591,999,toilet tissue,0.13,0.0,0.995
5,20230501-elarbi-neugradphotos-4B5A8009.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,671.91,7.56,8.903,0.008,4212,11141,19922,148,5,24392,13411,0.289,14.384,683,oboe,0.18,0.21,0.128
6,20240420-elarbi-hauntedmoundCHI-4B5A1283.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,197.522,2.682,4.025,0.002,5264,10515,19499,49,3,18096,12344,0.668,8.593,818,spotlight,0.15,0.2,0.378
7,20240420-elarbi-hauntedmoundCHI-4B5A2628.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,423.783,6.754,8.098,0.005,4509,12335,19833,99,7,21205,12737,0.471,10.432,841,sweatshirt,0.17,0.14,0.194
8,20240420-elarbi-hauntedmoundCHI-4B5A2629.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,553.592,7.076,8.42,0.006,4506,11846,19970,125,4,22888,13081,0.329,8.806,489,chainlink fence,0.93,0.97,0.04
9,20241014-elarbi-yunggravyBOS-4B5A0014.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,326.044,8.307,9.65,0.004,5017,10528,20394,78,5,19533,12534,0.653,12.369,643,mask,0.35,0.06,0.829
10,20241014-elarbi-yunggravyBOS-4B5A0116.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,555.118,12.333,13.677,0.006,4445,10820,20393,122,6,22430,13326,0.651,14.061,796,ski mask,0.23,0.05,0.796
11,20241014-elarbi-yunggravyBOS-4B5A9992.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,297.52,6.555,7.898,0.003,5333,10542,19338,69,6,19139,12687,0.733,15.444,585,hair spray,0.27,0.04,0.831
12,20241017-elarbi-bladeeNYC-4B5A2464.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,318.507,7.953,9.297,0.004,4296,12057,20106,73,5,18675,12540,0.733,14.538,819,stage,0.69,0.46,0.33
13,20241017-elarbi-bladeeNYC-4B5A2603.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,377.192,6.925,8.269,0.004,4289,11618,19651,85,5,20330,12379,0.72,16.453,650,microphone,0.22,0.38,0.755
14,20241111-elarbi-thehellpNYC-4B5A4361.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,402.048,8.701,10.045,0.005,4391,11557,19728,93,4,20754,12287,0.549,14.154,860,tobacco shop,0.33,0.04,0.886
15,20241113-elarbi-thehellpBOS-4B5A4416.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,527.493,8.409,9.753,0.006,4191,10727,20289,117,6,21953,13329,0.558,16.026,526,desk,0.66,0.66,0.007
16,20241113-elarbi-thehellpBOS-4B5A4417.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,280.983,6.071,7.415,0.003,4617,10647,19717,81,5,18870,12090,0.75,12.653,784,screwdriver,0.37,0.34,0.083
17,20241113-elarbi-thehellpBOS-4B5A4438.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,466.04,9.694,11.038,0.005,4812,10470,19304,112,6,21198,12786,0.487,11.001,819,stage,0.64,0.77,0.204
18,20241113-elarbi-thehellpBOS-4B5A4452.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,403.884,6.75,8.094,0.005,4403,10926,19325,92,4,19803,12838,0.701,12.822,793,shower cap,0.37,0.35,0.068
19,20250222-elarbi-redbullBOS-4B5A4586.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,442.411,9.062,10.405,0.005,4317,11398,20926,101,7,19846,12965,0.601,19.119,450,bobsled,0.3,0.07,0.778
20,Artistic_portrait.avif,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,34.204,5.105,6.449,0.005,131,987,2385,9,2,1975,1159,0.855,34.466,107,jellyfish,0.42,0.48,0.158
21,Bright_red_portrait.avif,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,11.208,6.509,7.851,0.011,40,265,384,6,2,417,397,0.805,29.699,684,ocarina,0.75,0.49,0.342
22,Brooklyn_bridge.webp,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,45.454,9.284,10.627,0.018,131,618,723,12,3,1173,442,0.802,26.063,718,pier,0.88,0.81,0.075
23,Brush_ends.webp,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,9.91,3.78,5.122,0.01,43,267,332,4,2,373,204,0.81,30.053,696,paintbrush,0.96,0.8,0.161
24,bunny.CR2,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,1044.04,9.0,10.344,0.012,4354,10639,20688,235,7,27141,12407,0.217,12.069,330,wood rabbit,0.5,0.29,0.425
25,Colorful_patern_portrait.webp,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,45.068,7.457,8.801,0.009,155,708,2156,13,2,1530,1041,0.804,27.923,836,sunglass,0.55,0.56,0.024
26,Colorful_portrait.webp,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,8.256,2.79,4.133,0.008,54,273,364,3,2,338,228,0.738,29.855,552,feather boa,1.0,0.02,0.983
27,el_capitain_with_night_sky.webp,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,22.559,2.554,3.897,0.005,125,663,1200,6,1,1130,781,0.83,31.884,972,cliff,0.45,0.34,0.229
28,green_wheat_field.webp,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,14.111,6.559,7.9,0.012,60,275,407,4,2,480,277,0.761,27.94,984,rapeseed,1.0,1.0,0.002
29,landscape.png,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,103.195,8.489,9.833,0.008,230,2427,3104,24,3,4329,2129,0.737,26.41,984,rapeseed,0.25,0.21,0.13
30,man_holding_camera.webp,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,17.67,6.114,7.457,0.014,58,253,823,41,12,933,255,0.805,28.086,763,revolver,0.06,0.04,0.374
31,Polar_bear_over_water.webp,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,9.885,4.524,5.866,0.016,36,188,219,4,1,288,136,0.698,26.821,296,ice bear,0.17,0.04,0.781
32,Portrate_with_greenery_background.webp,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,192.674,7.563,8.907,0.006,547,4011,8741,45,4,8898,6091,0.875,31.424,610,jersey,0.31,0.36,0.172
33,Threads_up_close.webp,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,9.381,4.195,5.537,0.01,33,233,345,3,2,375,213,0.838,30.899,490,chain mail,0.28,0.1,0.636
34,wheat_field.webp,L1-5_quantization_agressive.yaml,2,8,1.5,100,30,125,40,13.521,3.917,5.259,0.013,47,240,319,3,2,404,201,0.803,26.889,998,ear,0.27,0.02,0.938
35,20220422-20220424-elarbi-coachella-4B5A8619.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,818.9,35.532,36.83,0.01,5042,10361,20216,180,12,24967,12643,0.836,15.212,981,ballplayer,0.16,0.02,0.848
36,20220422-20220424-elarbi-coachella-4B5A8887.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,1482.99,44.217,45.515,0.017,4141,11423,21124,314,14,35084,14443,0.57,13.331,541,drum,0.59,0.31,0.483
37,20220930-elarbi-ner-4B5A2550.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,2350.424,44.393,45.69,0.027,4196,10503,21450,492,18,40885,12493,0.588,14.645,573,go-kart,0.82,0.54,0.347
38,20230501-elarbi-neugradphotos-4B5A7958.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,1950.745,48.793,50.091,0.022,4594,10595,22160,493,19,41607,12305,0.489,13.616,557,flagpole,0.88,0.97,0.109
39,20230501-elarbi-neugradphotos-4B5A7992.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,1196.771,38.456,39.754,0.014,4585,10726,20893,258,12,31019,12356,0.583,9.483,999,toilet tissue,0.13,0.0,0.994
40,20230501-elarbi-neugradphotos-4B5A8009.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,3130.807,39.735,41.033,0.036,4114,10356,22216,659,23,49010,13141,0.274,14.13,683,oboe,0.18,0.22,0.213
41,20240420-elarbi-hauntedmoundCHI-4B5A1283.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,350.041,18.751,20.049,0.004,4827,10928,19840,150,7,19901,12982,0.654,8.491,818,spotlight,0.15,0.25,0.672
42,20240420-elarbi-hauntedmoundCHI-4B5A2628.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,1968.05,37.653,38.951,0.023,4402,11372,21973,416,18,36343,13336,0.453,10.376,841,sweatshirt,0.17,0.09,0.443
43,20240420-elarbi-hauntedmoundCHI-4B5A2629.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,1988.934,38.645,39.942,0.023,4615,10951,21363,562,18,41401,12876,0.316,8.704,489,chainlink fence,0.93,0.96,0.032
44,20241014-elarbi-yunggravyBOS-4B5A0014.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,1019.505,40.173,41.471,0.012,3994,11042,21139,222,11,29453,12401,0.638,12.179,643,mask,0.35,0.05,0.859
45,20241014-elarbi-yunggravyBOS-4B5A0116.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,2024.1,57.528,58.826,0.023,4345,10833,21082,427,20,42720,12047,0.632,13.89,796,ski mask,0.23,0.02,0.912
46,20241014-elarbi-yunggravyBOS-4B5A9992.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,2203.992,31.69,32.988,0.025,4316,10540,21382,475,17,37999,12620,0.647,15.145,585,hair spray,0.27,0.08,0.704
47,20241017-elarbi-bladeeNYC-4B5A2464.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,914.756,45.275,46.573,0.011,4083,11276,19876,200,14,27670,12358,0.722,14.394,819,stage,0.69,0.55,0.207
48,20241017-elarbi-bladeeNYC-4B5A2603.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,2719.022,40.645,41.942,0.031,4698,9562,21582,566,16,46311,12958,0.653,16.217,650,microphone,0.22,0.42,0.941
49,20241111-elarbi-thehellpNYC-4B5A4361.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,3913.876,52.082,53.38,0.045,4486,11316,23608,810,24,57292,13131,0.436,13.819,860,tobacco shop,0.33,0.04,0.885
50,20241113-elarbi-thehellpBOS-4B5A4416.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,2552.396,42.651,43.949,0.029,4220,10221,21657,566,18,42837,12670,0.549,15.592,526,desk,0.66,0.58,0.113
51,20241113-elarbi-thehellpBOS-4B5A4417.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,887.449,32.301,33.599,0.01,4181,10357,20471,196,10,27551,12427,0.736,12.483,784,screwdriver,0.37,0.27,0.255
52,20241113-elarbi-thehellpBOS-4B5A4438.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,2342.816,49.402,50.7,0.027,4327,10626,21979,489,21,41013,12469,0.463,10.873,819,stage,0.64,0.79,0.239
53,20241113-elarbi-thehellpBOS-4B5A4452.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,1805.181,37.772,39.07,0.021,5031,9688,21168,385,18,38328,12965,0.678,12.671,793,shower cap,0.37,0.43,0.139
54,20250222-elarbi-redbullBOS-4B5A4586.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,6778.758,48.438,49.735,0.077,4590,10446,25363,1428,32,85080,12761,0.35,18.676,450,bobsled,0.3,0.05,0.823
55,Artistic_portrait.avif,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,107.977,22.911,24.209,0.016,120,1458,2182,25,5,2698,1479,0.985,43.718,107,jellyfish,0.42,0.37,0.102
56,Bright_red_portrait.avif,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,40.594,26.174,27.47,0.039,48,307,499,13,6,783,237,0.942,36.648,684,ocarina,0.75,0.75,0.003
57,Brooklyn_bridge.webp,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,204.209,37.237,38.534,0.077,98,381,826,44,9,3340,702,0.964,35.054,718,pier,0.88,0.88,0.001
58,Brush_ends.webp,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,45.235,17.928,19.224,0.042,52,238,359,11,5,763,228,0.95,37.494,696,paintbrush,0.96,0.88,0.075
59,bunny.CR2,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,4442.489,43.018,44.315,0.05,3982,11047,22582,1097,32,63247,12036,0.217,12.119,330,wood rabbit,0.5,0.32,0.362
60,Colorful_patern_portrait.webp,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,152.536,30.622,31.92,0.03,144,652,1396,35,7,2790,827,0.936,34.468,836,sunglass,0.55,0.55,0.006
61,Colorful_portrait.webp,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,43.521,14.616,15.913,0.036,59,227,374,11,3,675,218,0.919,36.373,552,feather boa,1.0,0.99,0.008
62,el_capitain_with_night_sky.webp,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,123.669,12.862,14.16,0.025,180,1271,1284,27,3,2336,751,0.964,39.941,972,cliff,0.45,0.35,0.21
63,green_wheat_field.webp,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,78.862,21.825,23.121,0.054,61,312,604,20,6,1266,278,0.939,35.471,984,rapeseed,1.0,1.0,0.0
64,landscape.png,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,684.256,29.98,31.278,0.051,230,1512,4169,140,10,9490,1869,0.913,33.535,984,rapeseed,0.25,0.25,0.026
65,man_holding_camera.webp,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,67.724,25.802,27.099,0.053,75,313,433,16,6,979,263,0.943,35.239,763,revolver,0.06,0.04,0.255
66,Polar_bear_over_water.webp,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,53.515,16.83,18.126,0.075,37,197,254,13,4,742,136,0.952,34.896,296,ice bear,0.17,0.15,0.144
67,Portrate_with_greenery_background.webp,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,764.093,30.719,32.017,0.022,551,4298,9561,166,10,15346,5010,0.974,40.555,610,jersey,0.31,0.32,0.029
68,Threads_up_close.webp,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,44.821,14.401,15.697,0.04,45,247,364,10,3,946,221,0.976,39.651,490,chain mail,0.28,0.45,0.605
69,wheat_field.webp,L1-5_quantization_high_quality.yaml,2,8,1.5,15,5,20,10,68.337,17.339,18.635,0.061,46,214,366,16,4,953,226,0.958,34.099,998,ear,0.27,0.23,0.131
70,20220422-20220424-elarbi-coachella-4B5A8619.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,372.526,11.234,12.564,0.004,4072,10574,20213,91,5,19593,12892,0.827,15.354,981,ballplayer,0.16,0.02,0.897
71,20220422-20220424-elarbi-coachella-4B5A8887.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,588.979,13.608,14.938,0.007,4342,11330,19533,127,6,23191,12489,0.585,13.438,541,drum,0.59,0.24,0.595
72,20220930-elarbi-ner-4B5A2550.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,460.034,12.814,14.145,0.005,4183,11150,19508,103,7,21065,12368,0.682,14.832,573,go-kart,0.82,0.61,0.262
73,20230501-elarbi-neugradphotos-4B5A7958.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,665.322,14.681,16.011,0.008,4205,10368,20392,153,8,23645,12593,0.505,13.743,557,flagpole,0.88,0.96,0.095
74,20230501-elarbi-neugradphotos-4B5A7992.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,450.308,10.48,11.811,0.005,4881,10478,19767,102,5,20936,12753,0.589,9.551,999,toilet tissue,0.13,0.0,0.994
75,20230501-elarbi-neugradphotos-4B5A8009.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,1056.24,12.256,13.586,0.012,4177,11426,19714,226,8,27657,12981,0.287,14.287,683,oboe,0.18,0.23,0.27
76,20240420-elarbi-hauntedmoundCHI-4B5A1283.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,209.483,4.502,5.832,0.002,4953,10630,19379,55,4,17483,12643,0.664,8.549,818,spotlight,0.15,0.34,1.33
77,20240420-elarbi-hauntedmoundCHI-4B5A2628.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,623.679,11.019,12.349,0.007,5195,15447,20327,139,5,24008,12610,0.467,10.416,841,sweatshirt,0.17,0.13,0.256
78,20240420-elarbi-hauntedmoundCHI-4B5A2629.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,756.958,11.589,12.919,0.009,4345,10672,20503,167,6,25276,12389,0.329,8.773,489,chainlink fence,0.93,0.95,0.019
79,20241014-elarbi-yunggravyBOS-4B5A0014.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,416.436,13.045,14.375,0.005,4151,10655,19917,95,5,19923,13244,0.65,12.307,643,mask,0.35,0.04,0.893
80,20241014-elarbi-yunggravyBOS-4B5A0116.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,784.849,19.282,20.612,0.009,4548,11061,20191,168,9,26299,12369,0.649,13.998,796,ski mask,0.23,0.03,0.871
81,20241014-elarbi-yunggravyBOS-4B5A9992.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,372.089,9.724,11.054,0.004,4243,10779,19918,84,4,19951,12341,0.733,15.336,585,hair spray,0.27,0.06,0.79
82,20241017-elarbi-bladeeNYC-4B5A2464.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,400.808,13.534,14.864,0.005,4117,10494,19910,89,6,19495,13016,0.731,14.468,819,stage,0.69,0.49,0.289
83,20241017-elarbi-bladeeNYC-4B5A2603.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,504.738,11.869,13.199,0.006,4378,11019,19468,114,6,22523,12288,0.728,16.379,650,microphone,0.22,0.42,0.933
84,20241111-elarbi-thehellpNYC-4B5A4361.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,615.032,14.744,16.074,0.007,4216,10586,20937,137,7,23591,12652,0.537,14.045,860,tobacco shop,0.33,0.04,0.874
85,20241113-elarbi-thehellpBOS-4B5A4416.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,856.584,13.518,14.848,0.01,4165,10500,20677,184,6,26867,12999,0.555,15.86,526,desk,0.66,0.57,0.125
86,20241113-elarbi-thehellpBOS-4B5A4417.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,351.762,10.249,11.579,0.004,4693,10348,19728,81,4,20449,12796,0.751,12.597,784,screwdriver,0.37,0.27,0.27
87,20241113-elarbi-thehellpBOS-4B5A4438.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,687.572,15.581,16.911,0.008,4381,10932,20258,150,6,23600,11994,0.482,10.945,819,stage,0.64,0.74,0.155
88,20241113-elarbi-thehellpBOS-4B5A4452.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,572.533,11.871,13.201,0.007,4369,10990,19669,129,7,22062,12691,0.697,12.726,793,shower cap,0.37,0.31,0.175
89,20250222-elarbi-redbullBOS-4B5A4586.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,857.344,15.979,17.309,0.01,4329,11057,20468,185,8,27232,12253,0.553,19.064,450,bobsled,0.3,0.06,0.789
90,Artistic_portrait.avif,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,46.336,8.001,9.331,0.007,130,973,1853,12,1,1940,1267,0.917,36.929,107,jellyfish,0.42,0.38,0.077
91,Bright_red_portrait.avif,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,15.972,9.93,11.258,0.016,46,248,385,6,2,488,245,0.854,31.68,684,ocarina,0.75,0.63,0.159
92,Brooklyn_bridge.webp,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,75.976,13.512,14.841,0.029,102,393,732,19,6,1314,436,0.871,28.453,718,pier,0.88,0.86,0.02
93,Brush_ends.webp,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,15.47,6.102,7.43,0.015,42,423,974,8,3,570,280,0.864,31.98,696,paintbrush,0.96,0.76,0.202
94,bunny.CR2,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,1566.132,14.56,15.89,0.018,4108,11582,20289,339,8,35342,13395,0.219,12.105,330,wood rabbit,0.5,0.33,0.347
95,Colorful_patern_portrait.webp,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,62.8,11.128,12.458,0.012,150,661,1440,26,5,2146,1098,0.851,29.818,836,sunglass,0.55,0.55,0.0
96,Colorful_portrait.webp,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,12.076,6.095,7.424,0.012,47,251,350,4,1,383,223,0.791,31.245,552,feather boa,1.0,0.66,0.344
97,el_capitain_with_night_sky.webp,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,35.818,4.205,5.535,0.007,124,636,1200,9,2,2619,771,0.875,33.65,972,cliff,0.45,0.31,0.314
98,green_wheat_field.webp,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,25.044,9.394,10.722,0.019,56,347,559,8,3,564,251,0.828,29.849,984,rapeseed,1.0,1.0,0.001
99,landscape.png,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,216.165,13.225,14.555,0.017,238,1455,3052,52,5,5865,1935,0.813,28.436,984,rapeseed,0.25,0.24,0.023
100,man_holding_camera.webp,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,25.881,9.412,10.741,0.02,59,265,410,8,2,568,248,0.856,29.919,763,revolver,0.06,0.05,0.174
101,Polar_bear_over_water.webp,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,16.973,6.78,8.108,0.026,43,198,257,6,3,443,221,0.798,28.762,296,ice bear,0.17,0.08,0.566
102,Portrate_with_greenery_background.webp,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,281.082,11.166,12.496,0.008,538,4696,7981,62,5,10159,4872,0.913,33.878,610,jersey,0.31,0.36,0.144
103,Threads_up_close.webp,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,15.54,6.076,7.404,0.015,40,251,350,5,3,438,213,0.897,33.095,490,chain mail,0.28,0.26,0.064
104,wheat_field.webp,L1-5_quantization_moderate.yaml,2,8,1.5,50,20,60,30,22.553,6.414,7.742,0.021,46,235,339,9,2,497,195,0.868,28.692,998,ear,0.27,0.04,0.857
105,20220422-20220424-elarbi-coachella-4B5A8619.CR2,L1-5_quantization_most_agressive.yaml,2,8,1.5,150,60,200,80,235.304,3.628,5.048,0.003,4166,11212,20525,55,4,17426,13266,0.806,15.6,981,ballplayer,0.16,0.01,0.948
106,20220422-20220424-elarbi-coachella-4B5A8887.CR2,L1-5_quantization_most_agressive.yaml,2,8,1.5,150,60,200,80,302.029,4.227,5.646,0.003,4085,11112,19113,69,4,19122,12193,0.59,13.595,541,drum,0.59,0.15,0.756
107,20220930-elarbi-ner-4B5A2550.CR2,L1-5_quantization_most_agressive.yaml,2,8,1.5,150,60,200,80,257.737,3.893,5.312,0.003,4658,9547,20880,59,2,17852,12782,0.697,15.157,573,go-kart,0.82,0.86,0.037
108,20230501-elarbi-neugradphotos-4B5A7958.CR2,L1-5_quantization_most_agressive.yaml,2,8,1.5,150,60,200,80,292.928,4.477,5.896,0.003,4209,11041,19559,68,4,19130,12182,0.524,13.848,557,flagpole,0.88,0.97,0.101
109,20230501-elarbi-neugradphotos-4B5A7992.CR2,L1-5_quantization_most_agressive.yaml,2,8,1.5,150,60,200,80,247.412,2.966,4.386,0.003,4539,10678,19697,61,3,17425,13247,0.593,9.69,999,toilet tissue,0.13,0.0,0.997
110,20230501-elarbi-neugradphotos-4B5A8009.CR2,L1-5_quantization_most_agressive.yaml,2,8,1.5,150,60,200,80,388.808,3.655,5.075,0.004,4864,9846,19746,87,4,20312,12261,0.285,14.547,683,oboe,0.18,0.07,0.646
111,20240420-elarbi-hauntedmoundCHI-4B5A1283.CR2,L1-5_quantization_most_agressive.yaml,2,8,1.5,150,60,200,80,185.602,1.199,2.619,0.002,4493,10740,19776,46,1,17369,12631,0.675,8.659,818,spotlight,0.15,0.01,0.935
112,20240420-elarbi-hauntedmoundCHI-4B5A2628.CR2,L1-5_quantization_most_agressive.yaml,2,8,1.5,150,60,200,80,285.084,3.207,4.627,0.003,4517,11076,21697,65,3,18330,13409,0.47,10.488,841,sweatshirt,0.17,0.24,0.418
113,20240420-elarbi-hauntedmoundCHI-4B5A2629.CR2,L1-5_quantization_most_agressive.yaml,2,8,1.5,150,60,200,80,373.352,3.593,5.013,0.004,4398,10846,19383,83,4,20643,13267,0.333,8.915,489,chainlink fence,0.93,0.98,0.044
114,20241014-elarbi-yunggravyBOS-4B5A0014.CR2,L1-5_quantization_most_agressive.yaml,2,8,1.5,150,60,200,80,248.028,4.129,5.549,0.003,4166,10768,20115,58,4,17854,13230,0.66,12.552,643,mask,0.35,0.14,0.597
115,20241014-elarbi-yunggravyBOS-4B5A0116.CR2,L1-5_quantization_most_agressive.yaml,2,8,1.5,150,60,200,80,374.27,6.411,7.831,0.004,5023,10554,19457,84,5,20477,12361,0.646,14.191,796,ski mask,0.23,0.11,0.532
